测试名称,准考证号,开始时间,结束时间,user_agent,client_ip,name,place
tsing/ds,2203618,2022-06-29T19:37:40.573+08:00,2022-06-29T19:40:14.698+08:00,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/537.36 (KHTML, like Gecko) Safari/537.36 VivoBrowser/11.1.14.2 Chrome/87.0.4280.141",202.100.240.252,大学生618,海南
tsing/ds,2203619,2022-06-29T14:45:52.326+08:00,,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; HMA-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",183.254.32.145,大学生619,海南
tsing/ds,2203621,2022-06-29T14:45:23.535+08:00,,"Mozilla/5.0 (Linux; U; Android 12; zh-cn; NTH-AN00 Build/HONORNTH-AN00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.72 MQQBrowser/12.8 Mobile Safari/537.36 COVC/046154",202.100.240.236,大学生621,海南
tsing/ds,2203622,2022-06-29T18:10:50.344+08:00,2022-06-29T18:30:58.871+08:00,"Mozilla/5.0 (Linux; Android 10; ELE-AL00 Build/HUAWEIELE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2206 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",121.58.21.167,大学生622,海南
tsing/ds,2203623,2022-06-29T14:51:50.158+08:00,2022-06-29T14:54:35.519+08:00,"Mozilla/5.0 (Linux; Android 11; V1824A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/705 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",36.1.201.29,大学生623,海南
tsing/ds,2203624,2022-06-29T15:15:06.918+08:00,2022-06-29T15:21:25.159+08:00,"Mozilla/5.0 (Linux; Android 12; RMX2202 Build/SKQ1.210216.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2576 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.242,大学生624,海南
tsing/ds,2203625,2022-06-29T16:43:32.441+08:00,2022-06-29T16:55:38.471+08:00,"Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/WIFI Language/zh_CN",202.100.240.250,大学生625,海南
tsing/ds,2203626,2022-06-29T14:52:09.623+08:00,2022-06-29T15:21:05.728+08:00,"Mozilla/5.0 (Linux; Android 10; ELE-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 HuaweiBrowser/11.0.3.302 Mobile Safari/537.36",202.100.240.237,大学生626,海南
tsing/ds,2203627,2022-06-29T17:10:13.833+08:00,2022-06-29T17:19:25.244+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; DUB-AL20 Build/HUAWEIDUB-AL20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/490 MicroMessenger/8.0.23.2160(0x280017AF) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",220.174.216.196,大学生627,海南
tsing/ds,2203628,2022-06-29T21:02:45.316+08:00,2022-06-29T21:08:04.441+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; WLZ-AN00; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",39.144.69.87,大学生628,海南
tsing/ds,2203629,2022-06-29T14:54:14.157+08:00,2022-06-29T15:08:57.163+08:00,"Mozilla/5.0 (Linux; Android 10; KOZ-AL40 Build/HONORKOZ-AL40; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3247 MMWEBSDK/20211001 Mobile Safari/537.36 MMWEBID/9468 MicroMessenger/8.0.16.2040(0x2800105F) Process/toolsmp WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",36.1.201.133,大学生629,海南
tsing/ds,2203630,2022-06-29T15:13:02.129+08:00,2022-06-29T15:20:25.147+08:00,"Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/5718 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.98.3,大学生630,海南
tsing/ds,2203631,2022-06-29T16:05:29.83+08:00,2022-06-29T16:08:52.88+08:00,"Mozilla/5.0 (Linux; Android 12; M2012K11C Build/SKQ1.211006.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/2409 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.18.66.47,大学生631,内蒙古
tsing/ds,2203632,2022-06-29T19:48:03.609+08:00,2022-06-29T19:52:31.424+08:00,"Mozilla/5.0 (Linux; Android 11; RMX3092 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1904 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.226,大学生632,海南
tsing/ds,2203633,2022-06-29T20:47:45.533+08:00,,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; NOH-AN00; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",36.1.84.34,大学生633,海南
tsing/ds,2203634,2022-06-29T20:49:01.548+08:00,2022-06-29T21:08:48.168+08:00,"Mozilla/5.0 (Linux; U; Android 10; zh-cn; PCAT00 Build/QKQ1.190918.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",202.100.240.231,大学生634,海南
tsing/ds,2203635,2022-06-29T20:51:58.178+08:00,2022-06-29T20:54:39.493+08:00,"Mozilla/5.0 (Linux; Android 11; V1981A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.3.12.5",202.100.240.230,大学生635,海南
tsing/ds,2203636,2022-06-29T20:48:57.044+08:00,2022-06-29T21:05:11.641+08:00,"Mozilla/5.0 (Linux; Android 10; ELE-AL00 Build/HUAWEIELE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5703 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.235,大学生636,海南
tsing/ds,2203639,2022-06-29T20:53:48.381+08:00,2022-06-29T21:13:31.664+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; VCE-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",202.100.240.226,大学生639,海南
tsing/ds,2203640,2022-06-29T20:51:05.123+08:00,2022-06-29T20:59:41.48+08:00,"Mozilla/5.0 (Linux; Android 11; V2054A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.4.10.2",36.1.64.101,大学生640,海南
tsing/ds,2203641,2022-06-29T21:04:43.67+08:00,2022-06-29T21:10:44.545+08:00,"Mozilla/5.0 (Linux; Android 10; SEA-AL10 Build/HUAWEISEA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1432 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.254.32.58,大学生641,海南
tsing/ds,2203642,2022-06-29T21:09:03.038+08:00,2022-06-29T21:14:14.587+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 MQQBrowser/12.8.5 Mobile/15E148 Safari/604.1 QBWebViewUA/2 QBWebViewType/1 WKType/1",202.100.240.233,大学生642,海南
tsing/ds,2203644,2022-06-29T21:27:09.253+08:00,2022-06-29T21:48:17.055+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; ELE-AL00; HMSCore 6.5.1.302; GMSCore 20.15.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.301 Mobile Safari/537.36",36.101.53.40,大学生644,海南
tsing/ds,2203645,2022-06-29T20:55:00.532+08:00,2022-06-29T21:01:16.652+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCEM00 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 MQQBrowser/12.8 Mobile Safari/537.36",223.104.23.204,大学生645,海南
tsing/ds,2203648,2022-06-29T21:05:08.349+08:00,2022-06-29T21:27:01.23+08:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37",202.100.240.247,大学生648,海南
tsing/ds,2203649,2022-06-29T21:06:07.978+08:00,2022-06-29T21:26:22.383+08:00,"Mozilla/5.0 (Linux; Android 10; HarmonyOS; SEA-AL10; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.93 HuaweiBrowser/11.1.2.332 Mobile Safari/537.36",223.104.23.202,大学生649,海南
tsing/ds,2203651,2022-06-22T20:43:05.522+08:00,2022-06-22T20:56:01.665+08:00,"Mozilla/5.0 (Linux; Android 10; YAL-AL00 Build/HUAWEIYAL-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3628 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.201.12.37,大学生651,甘肃
tsing/ds,2203652,2022-06-28T10:18:37.284+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/WIFI Language/zh_CN",150.255.233.128,大学生652,海南
tsing/ds,2203653,2022-06-29T16:18:22.955+08:00,2022-06-29T16:27:45.125+08:00,"Mozilla/5.0 (Linux; Android 10; EBG-AN00 Build/HUAWEIEBG-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5050 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.229,大学生653,海南
tsing/ds,2203654,2022-06-29T16:30:14.248+08:00,2022-06-29T16:40:12.263+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4211 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.244,大学生654,海南
tsing/ds,2203655,2022-06-29T16:31:00.752+08:00,2022-06-29T16:35:05.047+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1157 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.236,大学生655,海南
tsing/ds,2203656,2022-06-29T16:31:24.742+08:00,2022-06-29T16:36:34.206+08:00,"Mozilla/5.0 (Linux; Android 10; JEF-AN00 Build/HUAWEIJEF-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1820 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.233,大学生656,海南
tsing/ds,2203657,2022-06-29T16:31:07.361+08:00,2022-06-29T16:37:18.707+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/WIFI Language/zh_CN",202.100.240.237,大学生657,海南
tsing/ds,2203658,2022-06-29T16:31:55.431+08:00,2022-06-29T16:48:33.025+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3821 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.249,大学生658,海南
tsing/ds,2203659,2022-06-29T16:42:56.458+08:00,2022-06-29T16:47:30.594+08:00,"Mozilla/5.0 (Linux; Android 10; VOG-AL10 Build/HUAWEIVOG-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6961 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",221.192.179.238,大学生659,河北
tsing/ds,2203660,2022-06-29T16:47:44.545+08:00,2022-06-29T16:57:56.605+08:00,"Mozilla/5.0 (Linux; Android 11; MI 9 Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/2587 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.242,大学生660,海南
tsing/ds,2203661,2022-06-29T16:48:09.137+08:00,2022-06-29T16:54:02.869+08:00,"Mozilla/5.0 (Linux; Android 11; 21091116C Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3169 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",36.1.86.46,大学生661,海南
tsing/ds,2203662,2022-06-29T16:53:34.478+08:00,2022-06-29T17:01:26.991+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.22(0x1800162a) NetType/WIFI Language/zh_CN",123.181.172.133,大学生662,河北
tsing/ds,2203663,2022-06-29T18:33:41.928+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/4G Language/zh_CN",121.58.30.53,大学生663,海南
tsing/ds,2203664,2022-06-29T17:07:18.844+08:00,2022-06-29T17:15:31.433+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",117.136.47.76,大学生664,河北
tsing/ds,2203665,2022-06-29T17:10:06.582+08:00,2022-06-29T17:17:33.802+08:00,"Mozilla/5.0 (Linux; Android 10; V1829A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1354 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",112.67.83.173,大学生665,海南
tsing/ds,2203667,2022-06-29T17:18:23.261+08:00,2022-06-29T17:23:58.786+08:00,"Mozilla/5.0 (Linux; Android 10; PCT-AL10 Build/HUAWEIPCT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/7119 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",121.20.139.248,大学生667,河北
tsing/ds,2203668,2022-06-29T17:26:58.652+08:00,2022-06-29T17:32:46.596+08:00,"Mozilla/5.0 (Linux; Android 10; V1829A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2703 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.247,大学生668,海南
tsing/ds,2203669,2022-06-29T18:04:11.928+08:00,2022-06-29T18:11:38.595+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",112.67.108.143,大学生669,海南
tsing/ds,2203670,2022-06-29T17:27:53.62+08:00,2022-06-29T17:35:28.906+08:00,"Mozilla/5.0 (Linux; Android 10; SEA-AL10 Build/HUAWEISEA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/905 MicroMessenger/8.0.24.2160(0x28001837) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",117.136.100.107,大学生670,安徽
tsing/ds,2203672,2022-06-29T17:31:21.246+08:00,2022-06-29T17:36:07.025+08:00,"Mozilla/5.0 (Linux; Android 11; M2007J17C Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4697 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.237,大学生672,海南
tsing/ds,2203673,2022-06-29T18:07:45.474+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.18(0x1800123f) NetType/WIFI Language/zh_CN",101.22.53.126,大学生673,河北
tsing/ds,2203674,2022-06-29T17:49:07.254+08:00,2022-06-29T17:56:02.747+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCDM10 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 HeyTapBrowser/40.7.31.1",223.104.98.53,大学生674,海南
tsing/ds,2203675,2022-06-29T18:04:18.767+08:00,2022-06-29T18:11:58.283+08:00,"Mozilla/5.0 (Linux; Android 10; EBG-AN00 Build/HUAWEIEBG-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/9014 MicroMessenger/8.0.24.2160(0x28001868) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",111.227.32.63,大学生675,河北
tsing/ds,2203676,2022-06-29T17:56:05.247+08:00,2022-06-29T18:01:40.285+08:00,"Mozilla/5.0 (Linux; U; Android 12; zh-cn; PEHM00 Build/SKQ1.210216.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",36.1.66.254,大学生676,海南
tsing/ds,2203677,2022-06-29T18:05:44.305+08:00,2022-06-29T18:10:36.576+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-TN20 Build/HUAWEICDY-TN20; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3651 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",121.21.132.11,大学生677,河北
tsing/ds,2203678,2022-06-29T18:06:03.652+08:00,2022-06-29T18:13:01.655+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.24(0x18001827) NetType/4G Language/zh_CN",60.8.99.119,大学生678,河北
tsing/ds,2203679,2022-06-29T18:30:00.846+08:00,2022-06-29T18:35:28.594+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172e) NetType/4G Language/zh_CN",36.1.72.113,大学生679,海南
tsing/ds,2203680,2022-06-29T19:05:30.821+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.20(0x18001442) NetType/4G Language/zh_CN",27.128.15.25,大学生680,河北
tsing/ds,2203681,2022-06-29T16:03:48.97+08:00,2022-06-29T16:17:18.644+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-AN00 Build/HUAWEICDY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/8521 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64",36.1.75.74,大学生681,海南
tsing/ds,2203682,2022-06-29T19:19:20.877+08:00,2022-06-29T19:34:28.368+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/4G Language/zh_CN",39.144.69.60,大学生682,海南
tsing/ds,2203685,2022-06-29T17:28:40.293+08:00,2022-06-29T17:43:19.945+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/WIFI Language/zh_CN",120.219.82.225,大学生685,河南
tsing/ds,2203691,2022-06-29T21:47:13.941+08:00,2022-06-29T21:55:29.176+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3081 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",121.58.26.18,大学生691,海南
tsing/ds,2203694,2022-06-29T19:58:28.635+08:00,2022-06-29T20:02:40.278+08:00,"Mozilla/5.0 (Linux; Android 12; NTH-AN00 Build/HONORNTH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2844 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.246,大学生694,海南
tsing/ds,2203695,2022-06-29T19:58:50.546+08:00,2022-06-29T20:07:16.632+08:00,"Mozilla/5.0 (Linux; Android 12; V2055A Build/SP1A.210812.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220604 Mobile Safari/537.36 MMWEBID/2799 MicroMessenger/8.0.24.2180(0x28001837) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.246,大学生695,海南
tsing/ds,2203697,2022-06-29T20:59:54.861+08:00,2022-06-29T21:02:52.605+08:00,"Mozilla/5.0 (Linux; Android 10; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4552 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",202.100.240.234,大学生697,海南
tsing/ds,2203698,2022-06-29T20:50:48.766+08:00,2022-06-29T20:57:39.929+08:00,"Mozilla/5.0 (Linux; Android 10; CDY-AN90 Build/HUAWEICDY-AN90; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/9888 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64",223.104.23.168,大学生698,海南
tsing/ds,2203699,2022-06-29T20:34:20.496+08:00,2022-06-29T20:39:47.897+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172f) NetType/4G Language/zh_CN",112.67.94.35,大学生699,海南
